id,idk_ratio,idk_count,valid_ratio,valid_count,non_match_count,match_ratio,response_count,match_count,anagram_x,correct,valid,response1,response2,response3,response4,response5,response6,response7,response8,response9
149,0.2,1,0.8,4,1,0.8,5,4,edvoi,video,['video'],idk,video,video,video,video,,,,
15,0.25,1,0.75,3,1,0.75,4,3,lettil,little,['little'],idk,little,little,little,,,,,
150,0.2857142857142857,2,0.7142857142857143,5,2,0.7142857142857143,7,5,noitca,action,"['atonic', 'action', 'cation']",idk,action,action,idk,action,action,action,,
151,0.25,2,0.75,6,6,0.25,8,2,resu,sure,"['sure', 'suer', 'ruse', 'user']",idk,user,idk,user,user,user,sure,sure,
152,0.4,2,0.6,3,2,0.6,5,3,nevgi,given,['given'],idk,idk,given,given,given,,,,
153,0.5,3,0.5,3,3,0.5,6,3,toherm,mother,['mother'],idk,mother,idk,idk,mother,mother,,,
154,0.0,0,1.0,6,0,1.0,6,6,efel,feel,"['feel', 'flee']",feel,feel,feel,feel,feel,feel,,,
155,0.14285714285714285,1,0.8571428571428571,6,1,0.8571428571428571,7,6,lleve,level,['level'],idk,level,level,level,level,level,level,,
156,0.0,0,1.0,6,0,1.0,6,6,mnomet,moment,['moment'],moment,moment,moment,moment,moment,moment,,,
157,0.0,0,1.0,6,4,0.3333333333333333,6,2,aemt,team,"['tame', 'meat', 'team', 'mate']",meat,tame,meat,meat,team,team,,,
158,0.5,3,0.3333333333333333,2,4,0.3333333333333333,6,2,toenf,often,['often'],idk,fonte,idk,idk,often,often,,,
159,0.3333333333333333,2,0.6666666666666666,4,2,0.6666666666666666,6,4,lapeyd,played,['played'],played,played,idk,idk,played,played,,,
16,0.0,0,1.0,6,1,0.8333333333333334,6,5,mite,time,"['mite', 'emit', 'item', 'time']",time,time,mite,time,time,time,,,
160,0.0,0,0.875,7,4,0.5,8,4,erve,ever,"['ever', 'veer']",ever,veer,reve,veer,ever,ever,ever,veer,
161,0.16666666666666666,1,0.6666666666666666,4,2,0.6666666666666666,6,4,ouctr,court,['court'],court,idk,court,court,court,rout,,,
162,0.4,2,0.0,0,5,0.0,5,0,greeny,energy,['energy'],idk,greeny,idk,regeny,greeny,,,,
163,0.0,0,1.0,6,5,0.16666666666666666,6,1,epke,keep,"['peek', 'keep']",peek,peek,peek,keep,peek,peek,,,
164,0.0,0,1.0,7,6,0.14285714285714285,7,1,tshou,south,"['south', 'shout']",shout,south,shout,shout,shout,shout,shout,,
165,0.0,0,1.0,6,0,1.0,6,6,urmmes,summer,['summer'],summer,summer,summer,summer,summer,summer,,,
166,0.0,0,1.0,8,1,0.875,8,7,efre,free,"['reef', 'free']",free,free,free,free,free,reef,free,free,
167,0.14285714285714285,1,0.7142857142857143,5,2,0.7142857142857143,7,5,htead,death,['death'],idk,death,hated,death,death,death,death,,
168,0.125,1,0.875,7,1,0.875,8,7,stgron,strong,['strong'],idk,strong,strong,strong,strong,strong,strong,strong,
169,0.0,0,1.0,6,0,1.0,6,6,aawy,away,['away'],away,away,away,away,away,away,,,
17,0.0,0,1.0,4,0,1.0,4,4,nihkt,think,['think'],think,think,think,think,,,,,
170,0.6,3,0.4,2,3,0.4,5,2,oshru,hours,"['horus', 'hours']",idk,idk,idk,hours,hours,,,,
171,0.2857142857142857,2,0.7142857142857143,5,2,0.7142857142857143,7,5,deorrc,record,['record'],idk,record,idk,record,record,record,record,,
172,0.0,0,1.0,5,1,0.8,5,4,eftl,left,"['left', 'felt']",felt,left,left,left,left,,,,
173,0.0,0,0.2,1,4,0.2,5,1,geral,large,"['lager', 'glare', 'elgar', 'alger', 'large']",regal,regal,regal,regal,large,,,,
174,0.6666666666666666,4,0.3333333333333333,2,4,0.3333333333333333,6,2,driope,period,['period'],idk,idk,idk,idk,period,period,,,
175,0.0,0,1.0,5,0,1.0,5,5,ypla,play,['play'],play,play,play,play,play,,,,
176,0.0,0,0.5714285714285714,4,3,0.5714285714285714,7,4,orwng,wrong,['wrong'],wrong,wrong,wrong,grown,wrong,grown,grown,,
177,0.0,0,1.0,7,0,1.0,7,7,ocmmon,common,['common'],common,common,common,common,common,common,common,,
178,0.0,0,1.0,5,4,0.2,5,1,amen,name,"['amen', 'mean', 'name', 'mane']",mean,name,amen,mane,amen,,,,
179,0.0,0,1.0,8,0,1.0,8,8,konnw,known,['known'],known,known,known,known,known,known,known,known,
18,0.0,0,0.75,3,1,0.75,4,3,igsthn,things,['things'],things,nights,things,things,,,,,
180,0.5,3,0.5,3,3,0.5,6,3,iylkle,likely,['likely'],idk,idk,idk,likely,likely,likely,,,
181,0.0,0,1.0,6,0,1.0,6,6,yict,city,['city'],city,city,city,city,city,city,,,
182,0.16666666666666666,1,0.8333333333333334,5,1,0.8333333333333334,6,5,lnoag,along,"['along', 'logan']",idk,along,along,along,along,along,,,
183,0.25,2,0.625,5,4,0.5,8,4,netrec,center,"['tenrec', 'center', 'recent']",idk,recten,center,idk,center,center,center,recent,
184,0.0,0,1.0,5,0,1.0,5,5,ydsa,days,['days'],days,days,days,days,days,,,,
185,0.2,1,0.8,4,1,0.8,5,4,slcoe,close,"['close', 'socle']",close,idk,close,close,close,,,,
186,0.42857142857142855,3,0.5714285714285714,4,3,0.5714285714285714,7,4,sidien,inside,['inside'],idk,idk,idk,inside,inside,inside,inside,,
187,0.0,0,1.0,5,1,0.8,5,4,aerl,real,"['lear', 'earl', 'real']",real,real,real,real,lear,,,,
188,0.0,0,1.0,7,0,1.0,7,7,sclas,class,['class'],class,class,class,class,class,class,class,,
189,0.6,3,0.4,2,3,0.4,5,2,rnertu,return,"['return', 'turner']",idk,idk,idk,return,return,,,,
19,0.0,0,1.0,4,0,1.0,4,4,mseo,some,['some'],some,some,some,some,,,,,
190,0.0,0,1.0,5,1,0.8,5,4,enod,done,"['done', 'node']",done,done,done,done,node,,,,
191,0.0,0,1.0,7,0,1.0,7,7,hyapp,happy,['happy'],happy,happy,happy,happy,happy,happy,happy,,
192,0.42857142857142855,3,0.5714285714285714,4,3,0.5714285714285714,7,4,ecpluo,couple,['couple'],idk,idk,idk,couple,couple,couple,couple,,
193,0.0,0,1.0,7,5,0.2857142857142857,7,2,eacr,care,"['acer', 'care', 'race', 'acre']",care,race,care,race,race,acre,race,,
194,0.0,0,1.0,7,0,1.0,7,7,hmanu,human,"['nahum', 'human']",human,human,human,human,human,human,human,,
195,0.3333333333333333,2,0.5,3,3,0.5,6,3,nuoyct,county,['county'],idk,county,idk,county,country,county,,,
196,0.0,0,1.0,6,0,1.0,6,6,eekw,week,['week'],week,week,week,week,week,week,,,
197,0.14285714285714285,1,0.8571428571428571,6,2,0.7142857142857143,7,5,eacus,cause,"['cause', 'sauce']",idk,cause,cause,cause,cause,cause,sauce,,
198,0.3333333333333333,2,0.6666666666666666,4,4,0.3333333333333333,6,2,rapley,player,"['player', 'pearly', 'replay', 'parley']",idk,player,idk,parley,player,replay,,,
199,0.3333333333333333,2,0.5,3,3,0.5,6,3,ceas,case,['case'],idk,idk,case,case,aces,case,,,
2,0.0,0,1.0,7,0,1.0,7,7,utabo,about,['about'],about,about,about,about,about,about,about,,
20,0.0,0,1.0,5,1,0.8,5,4,htrig,right,"['girth', 'right']",right,right,right,girth,right,,,,
200,0.3333333333333333,2,0.6666666666666666,4,2,0.6666666666666666,6,4,mnoaw,woman,['woman'],idk,idk,woman,woman,woman,woman,,,
201,0.0,0,1.0,5,0,1.0,5,5,happne,happen,['happen'],happen,happen,happen,happen,happen,,,,
202,0.0,0,1.0,8,3,0.625,8,5,viel,live,"['evil', 'veil', 'live']",live,live,live,evil,veil,veil,live,live,
203,0.1111111111111111,1,0.8888888888888888,8,3,0.6666666666666666,9,6,rtohn,north,"['north', 'thorn']",idk,north,north,thorn,north,north,north,north,thorn
204,0.3333333333333333,2,0.6666666666666666,4,2,0.6666666666666666,6,4,dimdle,middle,['middle'],idk,middle,middle,idk,middle,middle,,,
205,0.0,0,1.0,5,0,1.0,5,5,lful,full,['full'],full,full,full,full,full,,,,
206,0.0,0,1.0,7,0,1.0,7,7,ctahw,watch,['watch'],watch,watch,watch,watch,watch,watch,watch,,
207,0.42857142857142855,3,0.5714285714285714,4,3,0.5714285714285714,7,4,hrhieg,higher,['higher'],idk,idk,idk,higher,higher,higher,higher,,
208,0.0,0,1.0,5,4,0.2,5,1,daer,read,"['read', 'dare', 'dear']",dear,dear,dear,read,dear,,,,
209,0.0,0,0.8,4,1,0.8,5,4,aelve,leave,['leave'],leave,leave,valve,leave,leave,,,,
21,0.5,3,0.5,3,3,0.5,6,3,ocsloh,school,['school'],idk,school,idk,idk,school,school,,,
210,0.6,3,0.2,1,4,0.2,5,1,edened,needed,['needed'],idk,idk,idk,deened,needed,,,,
211,0.2,1,0.8,4,1,0.8,5,4,rdha,hard,['hard'],idk,hard,hard,hard,hard,,,,
212,0.6,3,0.4,2,3,0.4,5,2,kntae,taken,['taken'],idk,idk,idk,taken,taken,,,,
213,0.5,3,0.5,3,5,0.16666666666666666,6,1,lrteus,result,"['rustle', 'ulster', 'luster', 'sutler', 'result']",idk,idk,idk,luster,result,rustle,,,
214,0.0,0,1.0,6,2,0.6666666666666666,6,4,enma,mean,"['amen', 'mane', 'mean', 'name']",name,mean,mean,mane,mean,mean,,,
215,0.42857142857142855,3,0.5714285714285714,4,3,0.5714285714285714,7,4,thilg,light,['light'],idk,light,idk,idk,light,light,light,,
216,0.14285714285714285,1,0.8571428571428571,6,1,0.8571428571428571,7,6,erbmem,member,['member'],idk,member,member,member,member,member,member,,
217,0.0,0,1.0,6,0,1.0,6,6,rfou,four,['four'],four,four,four,four,four,four,,,
218,0.5,3,0.3333333333333333,2,5,0.16666666666666666,6,1,othrs,short,"['horst', 'short']",idk,horst,idk,idk,short,roths,,,
219,0.4,2,0.6,3,5,0.0,5,0,igneds,design,"['signed', 'design']",idk,signed,idk,signed,signed,,,,
22,0.0,0,1.0,5,0,1.0,5,5,gdoo,good,['good'],good,good,good,good,good,,,,
220,0.2857142857142857,2,0.5714285714285714,4,7,0.0,7,0,coen,once,"['once', 'cone']",cone,idk,idk,econ,cone,cone,cone,,
221,0.3333333333333333,2,0.5,3,3,0.5,6,3,hitrd,third,['third'],idk,third,idk,tired,third,third,,,
222,0.125,1,0.875,7,1,0.875,8,7,ewrsna,answer,['answer'],answer,idk,answer,answer,answer,answer,answer,answer,
223,0.0,0,1.0,6,0,1.0,6,6,etll,tell,['tell'],tell,tell,tell,tell,tell,tell,,,
224,0.0,0,1.0,5,0,1.0,5,5,ceckh,check,['check'],check,check,check,check,check,,,,
225,0.375,3,0.625,5,3,0.625,8,5,lpicyo,policy,['policy'],idk,idk,idk,policy,policy,policy,policy,policy,
226,0.0,0,0.8333333333333334,5,6,0.0,6,0,tpos,stop,"['spot', 'stop', 'post']",post,spot,spot,post,post,tops,,,
227,0.3333333333333333,2,0.6666666666666666,4,2,0.6666666666666666,6,4,rteah,heart,"['herat', 'heart', 'harte', 'earth', 'hater']",idk,idk,heart,heart,heart,heart,,,
228,0.42857142857142855,3,0.5714285714285714,4,3,0.5714285714285714,7,4,orglne,longer,['longer'],idk,longer,idk,longer,longer,longer,idk,,
229,0.0,0,1.0,7,0,1.0,7,7,allc,call,['call'],call,call,call,call,call,call,call,,
23,0.16666666666666666,1,0.6666666666666666,4,6,0.0,6,0,egbni,being,"['being', 'begin']",begin,begin,idk,begin,binge,begin,,,
230,0.6,3,0.4,2,3,0.4,5,2,rmoja,major,['major'],idk,idk,idk,major,major,,,,
231,0.14285714285714285,1,0.8571428571428571,6,1,0.8571428571428571,7,6,crchuh,church,['church'],church,idk,church,church,church,church,church,,
232,0.0,0,1.0,7,0,1.0,7,7,adhe,head,['head'],head,head,head,head,head,head,head,,
233,0.2222222222222222,2,0.7777777777777778,7,2,0.7777777777777778,9,7,oenph,phone,['phone'],idk,phone,idk,phone,phone,phone,phone,phone,phone
234,0.0,0,1.0,5,0,1.0,5,5,giivgn,giving,['giving'],giving,giving,giving,giving,giving,,,,
235,0.0,0,0.625,5,3,0.625,8,5,sdei,side,"['side', 'ides']",side,dies,dies,side,side,dies,side,side,
236,0.125,1,0.875,7,1,0.875,8,7,ihcdl,child,['child'],child,child,idk,child,child,child,child,child,
237,0.0,0,1.0,6,0,1.0,6,6,rgdoun,ground,['ground'],ground,ground,ground,ground,ground,ground,,,
238,0.0,0,1.0,7,0,1.0,7,7,ssel,less,['less'],less,less,less,less,less,less,less,,
239,0.0,0,1.0,6,5,0.16666666666666666,6,1,iueqt,quite,"['quiet', 'quite']",quiet,quiet,quite,quiet,quiet,quiet,,,
24,0.125,1,0.875,7,1,0.875,8,7,lpeaes,please,"['asleep', 'please', 'elapse']",please,please,please,please,idk,please,please,please,
240,0.2857142857142857,2,0.42857142857142855,3,6,0.14285714285714285,7,1,rsueoc,source,"['crouse', 'source', 'cerous', 'course']",idk,resource,idk,course,course,source,rescue,,
241,0.0,0,0.8571428571428571,6,1,0.8571428571428571,7,6,lnei,line,"['lien', 'nile', 'line']",line,neil,line,line,line,line,line,,
242,0.16666666666666666,1,0.8333333333333334,5,1,0.8333333333333334,6,5,krwos,works,['works'],works,works,works,idk,works,works,,,
243,0.4,2,0.6,3,2,0.6,5,3,wololf,follow,['follow'],idk,follow,idk,follow,follow,,,,
244,0.0,0,0.8571428571428571,6,1,0.8571428571428571,7,6,eopn,open,['open'],open,open,open,nope,open,open,open,,
245,0.0,0,0.5714285714285714,4,3,0.5714285714285714,7,4,ardey,ready,['ready'],ready,deary,yarde,ready,ready,ready,deary,,
246,0.4,2,0.2,1,4,0.2,5,1,oautnm,amount,['amount'],idk,idk,amount,automn,autumn,,,,
247,0.0,0,0.7142857142857143,5,2,0.7142857142857143,7,5,aaer,area,"['aare', 'area']",area,rear,rare,area,area,area,area,,
248,0.0,0,1.0,5,0,1.0,5,5,fntro,front,['front'],front,front,front,front,front,,,,
249,0.5,3,0.5,3,3,0.5,6,3,ueaelg,league,['league'],idk,league,idk,idk,league,league,,,
25,0.16666666666666666,1,0.6666666666666666,4,2,0.6666666666666666,6,4,lnoy,only,"['lyon', 'only']",only,idk,yoni,only,only,only,,,
250,0.0,0,1.0,8,1,0.875,8,7,inkd,kind,"['kind', 'dink']",kind,dink,kind,kind,kind,kind,kind,kind,
251,0.6,3,0.4,2,3,0.4,5,2,lnaif,final,['final'],idk,idk,idk,final,final,,,,
252,0.5,4,0.5,4,5,0.375,8,3,vwerie,review,"['viewer', 'review']",idk,idk,idk,idk,review,review,review,viewer,
253,0.0,0,1.0,7,0,1.0,7,7,evfi,five,['five'],five,five,five,five,five,five,five,,
254,0.14285714285714285,1,0.8571428571428571,6,1,0.8571428571428571,7,6,harde,heard,['heard'],idk,heard,heard,heard,heard,heard,heard,,
255,0.5,3,0.5,3,3,0.5,6,3,utagus,august,['august'],idk,idk,idk,august,august,august,,,
256,0.0,0,1.0,6,0,1.0,6,6,fcea,face,"['face', 'cafe']",face,face,face,face,face,face,,,
257,0.2,1,0.8,4,1,0.8,5,4,nbirg,bring,['bring'],idk,bring,bring,bring,bring,,,,
258,0.8,4,0.2,1,4,0.2,5,1,eriten,entire,['entire'],idk,idk,idk,idk,entire,,,,
259,0.0,0,1.0,6,0,1.0,6,6,hepo,hope,['hope'],hope,hope,hope,hope,hope,hope,,,
26,0.0,0,1.0,7,0,1.0,7,7,ingog,going,['going'],going,going,going,going,going,going,going,,
260,0.2,1,0.8,4,1,0.8,5,4,mrcah,march,"['march', 'charm']",march,march,idk,march,march,,,,
261,0.375,3,0.625,5,3,0.625,8,5,entudr,turned,['turned'],idk,idk,idk,turned,turned,turned,turned,turned,
262,0.0,0,0.8,4,1,0.8,5,4,snwe,news,['news'],news,news,news,sewn,news,,,,
263,0.42857142857142855,3,0.5714285714285714,4,3,0.5714285714285714,7,4,tdyus,study,"['dusty', 'study']",idk,idk,idk,study,study,study,study,,
264,0.6,3,0.4,2,3,0.4,5,2,hercnf,french,['french'],idk,idk,idk,french,french,,,,
265,0.0,0,1.0,5,3,0.4,5,2,bael,able,"['able', 'bale', 'abel', 'blae']",bale,bale,bale,able,able,,,,
266,0.4,2,0.6,3,3,0.4,5,2,crela,clear,"['clear', 'lacer']",idk,idk,clear,lacer,clear,,,,
267,0.42857142857142855,3,0.5714285714285714,4,3,0.5714285714285714,7,4,ckatat,attack,['attack'],idk,idk,idk,attack,attack,attack,attack,,
268,0.0,0,1.0,5,3,0.4,5,2,ospt,post,"['spot', 'stop', 'post']",post,stop,spot,post,spot,,,,
269,0.4,2,0.6,3,4,0.2,5,1,rodsw,words,"['words', 'sword']",idk,idk,sword,sword,words,,,,
27,0.4,2,0.6,3,2,0.6,5,3,lmifay,family,['family'],idk,idk,family,family,family,,,,
270,0.5,3,0.5,3,3,0.5,6,3,spilme,simple,['simple'],idk,idk,idk,simple,simple,simple,,,
271,0.0,0,1.0,7,0,1.0,7,7,okbo,book,"['kobo', 'book']",book,book,book,book,book,book,book,,
272,0.5,4,0.5,4,4,0.5,8,4,tnmho,month,['month'],idk,idk,idk,month,month,idk,month,month,
273,0.2222222222222222,2,0.7777777777777778,7,2,0.7777777777777778,9,7,ichceo,choice,"['echoic', 'choice']",choice,choice,idk,idk,choice,choice,choice,choice,choice
274,0.125,1,0.875,7,1,0.875,8,7,latk,talk,['talk'],talk,talk,idk,talk,talk,talk,talk,talk,
275,0.16666666666666666,1,0.5,3,3,0.5,6,3,liefd,field,['field'],field,field,idk,filed,field,filed,,,
276,0.6,3,0.4,2,3,0.4,5,2,ipylsm,simply,['simply'],idk,idk,idk,simply,simply,,,,
277,0.125,1,0.875,7,1,0.875,8,7,fhla,half,['half'],half,half,idk,half,half,half,half,half,
278,0.42857142857142855,3,0.5714285714285714,4,6,0.14285714285714285,7,1,bador,board,"['broad', 'board', 'dobra']",idk,idk,idk,board,broad,broad,broad,,
279,0.7142857142857143,5,0.2857142857142857,2,5,0.2857142857142857,7,2,dmenor,modern,['modern'],idk,idk,idk,modern,idk,idk,modern,,
28,0.0,0,1.0,6,0,1.0,6,6,nokw,know,['know'],know,know,know,know,know,know,,,
280,0.0,0,1.0,5,0,1.0,5,5,nahd,hand,['hand'],hand,hand,hand,hand,hand,,,,
281,0.4,2,0.4,2,3,0.4,5,2,pcesa,space,"['space', 'scape']",idk,idk,space,paces,space,,,,
282,0.6,3,0.2,1,4,0.2,5,1,rracee,career,['career'],idk,career,idk,carer,idk,,,,
283,0.0,0,1.0,7,0,1.0,7,7,midn,mind,['mind'],mind,mind,mind,mind,mind,mind,mind,,
284,0.0,0,1.0,7,0,1.0,7,7,ihgft,fight,['fight'],fight,fight,fight,fight,fight,fight,fight,,
285,0.4,2,0.6,3,2,0.6,5,3,uregif,figure,['figure'],idk,figure,idk,figure,figure,,,,
286,0.0,0,1.0,5,0,1.0,5,5,tcfa,fact,['fact'],fact,fact,fact,fact,fact,,,,
287,0.25,2,0.625,5,3,0.625,8,5,siuse,issue,['issue'],idk,issue,idk,susie,issue,issue,issue,issue,
288,0.4,2,0.4,2,3,0.4,5,2,egtrfo,forget,['forget'],idk,forget,idk,forget,forego,,,,
289,0.14285714285714285,1,0.7142857142857143,5,2,0.7142857142857143,7,5,ture,true,['true'],true,true,rute,idk,true,true,true,,
29,0.0,0,0.8,4,1,0.8,5,4,lsitl,still,['still'],still,list,still,still,still,,,,
290,0.2,1,0.6,3,2,0.6,5,3,ocref,force,['force'],dk,force,idk,force,force,,,,
291,0.16666666666666666,1,0.6666666666666666,4,5,0.16666666666666666,6,1,nietsl,listen,"['enlist', 'tinsel', 'listen', 'silent']",idk,silent,tinsel,tinsel,listen,slient,,,
292,0.0,0,1.0,5,0,1.0,5,5,doof,food,['food'],food,food,food,food,food,,,,
293,0.3333333333333333,2,0.6666666666666666,4,2,0.6666666666666666,6,4,pcrei,price,['price'],price,price,idk,idk,price,price,,,
294,0.7142857142857143,5,0.2857142857142857,2,5,0.2857142857142857,7,2,seascc,access,['access'],idk,idk,idk,access,idk,idk,access,,
295,0.0,0,1.0,9,0,1.0,9,9,ydbo,body,['body'],body,body,body,body,body,body,body,body,body
296,0.4,2,0.6,3,2,0.6,5,3,tolat,total,['total'],idk,idk,total,total,total,,,,
297,0.7142857142857143,5,0.2857142857142857,2,7,0.0,7,0,ernect,recent,"['tenrec', 'center', 'recent']",idk,idk,idk,center,idk,center,idk,,
298,0.0,0,0.8,4,4,0.2,5,1,slot,lost,"['slot', 'lost']",lost,slot,slot,lots,slot,,,,
299,0.125,1,0.875,7,1,0.875,8,7,vobae,above,['above'],idk,above,above,above,above,above,above,above,
3,0.0,0,1.0,6,0,1.0,6,6,eplepo,people,['people'],people,people,people,people,people,people,,,
30,0.16666666666666666,1,0.8333333333333334,5,1,0.8333333333333334,6,5,doescn,second,['second'],idk,second,second,second,second,second,,,
300,0.6,3,0.2,1,4,0.2,5,1,eegisn,seeing,['seeing'],idk,idk,idk,genies,seeing,,,,
301,0.0,0,1.0,4,1,0.75,4,3,omro,room,"['moor', 'room', 'moro']",moor,room,room,room,,,,,
302,0.0,0,1.0,4,1,0.75,4,3,sareh,share,"['share', 'shear']",shear,share,share,share,,,,,
303,0.0,0,0.3333333333333333,1,2,0.3333333333333333,3,1,poreeu,europe,['europe'],europe,pore,puree,,,,,,
304,0.0,0,1.0,4,0,1.0,4,4,iglr,girl,['girl'],girl,girl,girl,girl,,,,,
